"Partition" "Activity_Names" "Subject" "Measurement_Type" "Measurement_Value"
"923" "train" "SITTING" 3 "tGravityAcc_average_mean_Z" 0.139020582461538
"924" "train" "SITTING" 5 "tGravityAcc_average_mean_Z" 0.143006857611364
"925" "train" "SITTING" 6 "tGravityAcc_average_mean_Z" 0.0695219657167273
"926" "train" "SITTING" 7 "tGravityAcc_average_mean_Z" 0.0649636250354167
"927" "train" "SITTING" 8 "tGravityAcc_average_mean_Z" 0.263895185521739
"928" "train" "SITTING" 11 "tGravityAcc_average_mean_Z" 0.188531695981132
"929" "train" "SITTING" 14 "tGravityAcc_average_mean_Z" -0.0945970534814815
"930" "train" "SITTING" 15 "tGravityAcc_average_mean_Z" 0.00281565980440678
"931" "train" "SITTING" 16 "tGravityAcc_average_mean_Z" 0.0892682200463768
"932" "train" "SITTING" 17 "tGravityAcc_average_mean_Z" -0.135803881679687
"933" "train" "SITTING" 19 "tGravityAcc_average_mean_Z" 0.489126594657534
"934" "train" "SITTING" 21 "tGravityAcc_average_mean_Z" -0.0567766060705882
"935" "train" "SITTING" 22 "tGravityAcc_average_mean_Z" 0.315551492322581
"936" "train" "SITTING" 23 "tGravityAcc_average_mean_Z" 0.0630111556279412
"937" "train" "SITTING" 25 "tGravityAcc_average_mean_Z" 0.167140956385077
"938" "train" "SITTING" 26 "tGravityAcc_average_mean_Z" 0.314387627435897
"939" "train" "SITTING" 27 "tGravityAcc_average_mean_Z" 0.276417431042857
"940" "train" "SITTING" 28 "tGravityAcc_average_mean_Z" 0.135402566816667
"941" "train" "SITTING" 29 "tGravityAcc_average_mean_Z" 0.286256063666667
"942" "train" "SITTING" 30 "tGravityAcc_average_mean_Z" 0.34476602
"943" "train" "STANDING" 1 "tGravityAcc_average_mean_Z" 0.0134905823226415
"944" "train" "STANDING" 3 "tGravityAcc_average_mean_Z" 0.024763106752459
"945" "train" "STANDING" 5 "tGravityAcc_average_mean_Z" 0.138638436607143
"946" "train" "STANDING" 6 "tGravityAcc_average_mean_Z" 0.0139193473596491
"947" "train" "STANDING" 7 "tGravityAcc_average_mean_Z" -0.0516573721320755
"948" "train" "STANDING" 8 "tGravityAcc_average_mean_Z" -0.0979392024814815
"949" "train" "STANDING" 11 "tGravityAcc_average_mean_Z" 0.127198423404255
"950" "train" "STANDING" 14 "tGravityAcc_average_mean_Z" -0.338174888666667
"951" "train" "STANDING" 15 "tGravityAcc_average_mean_Z" 0.0645975994528302
"952" "train" "STANDING" 16 "tGravityAcc_average_mean_Z" -0.166737468166667
"953" "train" "STANDING" 17 "tGravityAcc_average_mean_Z" -0.202687757012821
"954" "train" "STANDING" 19 "tGravityAcc_average_mean_Z" 0.130643717849315
"955" "train" "STANDING" 21 "tGravityAcc_average_mean_Z" -0.207685689775281
"956" "train" "STANDING" 22 "tGravityAcc_average_mean_Z" 0.0323824977714286
"957" "train" "STANDING" 23 "tGravityAcc_average_mean_Z" -0.223631180906765
"958" "train" "STANDING" 25 "tGravityAcc_average_mean_Z" 0.201182106486486
"959" "train" "STANDING" 26 "tGravityAcc_average_mean_Z" 0.0884142682297297
"960" "train" "STANDING" 27 "tGravityAcc_average_mean_Z" -0.00557416876082625
"961" "train" "STANDING" 28 "tGravityAcc_average_mean_Z" -0.0385830501632911
"962" "train" "STANDING" 29 "tGravityAcc_average_mean_Z" 0.0316145849747692
"963" "train" "STANDING" 30 "tGravityAcc_average_mean_Z" 0.0243044362542373
"964" "train" "WALKING" 1 "tGravityAcc_average_mean_Z" -0.068102864
"965" "train" "WALKING" 3 "tGravityAcc_average_mean_Z" -0.138107866258621
"966" "train" "WALKING" 5 "tGravityAcc_average_mean_Z" 0.00247623628392857
"967" "train" "WALKING" 6 "tGravityAcc_average_mean_Z" 0.0331888826842105
"968" "train" "WALKING" 7 "tGravityAcc_average_mean_Z" -0.160846924029807
"969" "train" "WALKING" 8 "tGravityAcc_average_mean_Z" -0.186267836962021
"970" "train" "WALKING" 11 "tGravityAcc_average_mean_Z" 0.134053215101695
"971" "train" "WALKING" 14 "tGravityAcc_average_mean_Z" -0.422495268474576
"972" "train" "WALKING" 15 "tGravityAcc_average_mean_Z" 0.0757356734814815
"973" "train" "WALKING" 16 "tGravityAcc_average_mean_Z" -0.217351194313725
"974" "train" "WALKING" 17 "tGravityAcc_average_mean_Z" -0.190265949622951
"975" "train" "WALKING" 19 "tGravityAcc_average_mean_Z" -0.0898428797307692
"976" "train" "WALKING" 21 "tGravityAcc_average_mean_Z" -0.220947960192308
"977" "train" "WALKING" 22 "tGravityAcc_average_mean_Z" 0.0233780056086957
"978" "train" "WALKING" 23 "tGravityAcc_average_mean_Z" -0.160763360338983
"979" "train" "WALKING" 25 "tGravityAcc_average_mean_Z" 0.188416273486486
"980" "train" "WALKING" 26 "tGravityAcc_average_mean_Z" 0.108738699508475
"981" "train" "WALKING" 27 "tGravityAcc_average_mean_Z" -0.126210937305263
"982" "train" "WALKING" 28 "tGravityAcc_average_mean_Z" -0.125912861222222
"983" "train" "WALKING" 29 "tGravityAcc_average_mean_Z" 0.0955792142264151
"984" "train" "WALKING" 30 "tGravityAcc_average_mean_Z" -0.00392556384476923
"985" "train" "WALKING_DOWNSTAIRS" 1 "tGravityAcc_average_mean_Z" -0.0621199585938775
"986" "train" "WALKING_DOWNSTAIRS" 3 "tGravityAcc_average_mean_Z" -0.102352758040816
"987" "train" "WALKING_DOWNSTAIRS" 5 "tGravityAcc_average_mean_Z" 0.0216777910246191
"988" "train" "WALKING_DOWNSTAIRS" 6 "tGravityAcc_average_mean_Z" -0.00307981704708333
"989" "train" "WALKING_DOWNSTAIRS" 7 "tGravityAcc_average_mean_Z" -0.154935538544681
"990" "train" "WALKING_DOWNSTAIRS" 8 "tGravityAcc_average_mean_Z" -0.141817934963684
"991" "train" "WALKING_DOWNSTAIRS" 11 "tGravityAcc_average_mean_Z" 0.132371684891304
"992" "train" "WALKING_DOWNSTAIRS" 14 "tGravityAcc_average_mean_Z" -0.392555882222222
"993" "train" "WALKING_DOWNSTAIRS" 15 "tGravityAcc_average_mean_Z" 0.0788822410992857
"994" "train" "WALKING_DOWNSTAIRS" 16 "tGravityAcc_average_mean_Z" -0.225382496382979
"995" "train" "WALKING_DOWNSTAIRS" 17 "tGravityAcc_average_mean_Z" -0.160962985956522
"996" "train" "WALKING_DOWNSTAIRS" 19 "tGravityAcc_average_mean_Z" -0.126146868942821
"997" "train" "WALKING_DOWNSTAIRS" 21 "tGravityAcc_average_mean_Z" -0.187870253333333
"998" "train" "WALKING_DOWNSTAIRS" 22 "tGravityAcc_average_mean_Z" 0.0412987957222222
"999" "train" "WALKING_DOWNSTAIRS" 23 "tGravityAcc_average_mean_Z" -0.153671532259259
"1000" "train" "WALKING_DOWNSTAIRS" 25 "tGravityAcc_average_mean_Z" 0.21879595837931
"1001" "train" "WALKING_DOWNSTAIRS" 26 "tGravityAcc_average_mean_Z" 0.1539063202
"1002" "train" "WALKING_DOWNSTAIRS" 27 "tGravityAcc_average_mean_Z" -0.140047614122727
"1003" "train" "WALKING_DOWNSTAIRS" 28 "tGravityAcc_average_mean_Z" -0.121477255782609
"1004" "train" "WALKING_DOWNSTAIRS" 29 "tGravityAcc_average_mean_Z" 0.0919650454166667
"1005" "train" "WALKING_DOWNSTAIRS" 30 "tGravityAcc_average_mean_Z" 0.0288081674653226
"1006" "train" "WALKING_UPSTAIRS" 1 "tGravityAcc_average_mean_Z" -0.075402939754717
"1007" "train" "WALKING_UPSTAIRS" 3 "tGravityAcc_average_mean_Z" -0.162943955254237
"1008" "train" "WALKING_UPSTAIRS" 5 "tGravityAcc_average_mean_Z" -0.0232035364248936
"1009" "train" "WALKING_UPSTAIRS" 6 "tGravityAcc_average_mean_Z" -0.0184608964392157
"1010" "train" "WALKING_UPSTAIRS" 7 "tGravityAcc_average_mean_Z" -0.403599709607843
"1011" "train" "WALKING_UPSTAIRS" 8 "tGravityAcc_average_mean_Z" -0.192306960631707
"1012" "train" "WALKING_UPSTAIRS" 11 "tGravityAcc_average_mean_Z" 0.146633747092593
"1013" "train" "WALKING_UPSTAIRS" 14 "tGravityAcc_average_mean_Z" -0.49508872037037
"1014" "train" "WALKING_UPSTAIRS" 15 "tGravityAcc_average_mean_Z" 0.0811803405
"1015" "train" "WALKING_UPSTAIRS" 16 "tGravityAcc_average_mean_Z" -0.379059698039216
"1016" "train" "WALKING_UPSTAIRS" 17 "tGravityAcc_average_mean_Z" -0.298171464166667
"1017" "train" "WALKING_UPSTAIRS" 19 "tGravityAcc_average_mean_Z" -0.2210087627
"1018" "train" "WALKING_UPSTAIRS" 21 "tGravityAcc_average_mean_Z" -0.309735038510638
"1019" "train" "WALKING_UPSTAIRS" 22 "tGravityAcc_average_mean_Z" -0.0957978990316667
"1020" "train" "WALKING_UPSTAIRS" 23 "tGravityAcc_average_mean_Z" -0.35593445
"1021" "train" "WALKING_UPSTAIRS" 25 "tGravityAcc_average_mean_Z" 0.108230986684615
"1022" "train" "WALKING_UPSTAIRS" 26 "tGravityAcc_average_mean_Z" -0.00199310572363636
"1023" "train" "WALKING_UPSTAIRS" 27 "tGravityAcc_average_mean_Z" -0.294642640196078
"1024" "train" "WALKING_UPSTAIRS" 28 "tGravityAcc_average_mean_Z" -0.265207858431373
"1025" "train" "WALKING_UPSTAIRS" 29 "tGravityAcc_average_mean_Z" 0.0443786011771429
"1026" "train" "WALKING_UPSTAIRS" 30 "tGravityAcc_average_mean_Z" -0.0221401100714154
"1027" "test" "LAYING" 2 "tGravityAcc_average_mean_Z" 0.646834879583333
"1028" "test" "LAYING" 4 "tGravityAcc_average_mean_Z" 0.341531310555556
"1029" "test" "LAYING" 9 "tGravityAcc_average_mean_Z" 0.9578730416
"1030" "test" "LAYING" 10 "tGravityAcc_average_mean_Z" -0.031121624137931
"1031" "test" "LAYING" 12 "tGravityAcc_average_mean_Z" 0.2750431984
"1032" "test" "LAYING" 13 "tGravityAcc_average_mean_Z" 0.598884988709677
"1033" "test" "LAYING" 18 "tGravityAcc_average_mean_Z" 0.605495317692308
"1034" "test" "LAYING" 20 "tGravityAcc_average_mean_Z" 0.477573305
"1035" "test" "LAYING" 24 "tGravityAcc_average_mean_Z" 0.683839909722222
"1036" "test" "SITTING" 2 "tGravityAcc_average_mean_Z" 0.19872676876087
"1037" "test" "SITTING" 4 "tGravityAcc_average_mean_Z" 0.11012048108
"1038" "test" "SITTING" 9 "tGravityAcc_average_mean_Z" 0.085263099144
"1039" "test" "SITTING" 10 "tGravityAcc_average_mean_Z" 0.20253457287037
"1040" "test" "SITTING" 12 "tGravityAcc_average_mean_Z" 0.0885640696078431
"1041" "test" "SITTING" 13 "tGravityAcc_average_mean_Z" 0.0757773858163265
"1042" "test" "SITTING" 18 "tGravityAcc_average_mean_Z" 0.161877417894737
"1043" "test" "SITTING" 20 "tGravityAcc_average_mean_Z" 0.151679135228788
"1044" "test" "SITTING" 24 "tGravityAcc_average_mean_Z" 0.109559621020588
"1045" "test" "STANDING" 2 "tGravityAcc_average_mean_Z" 0.129747161222222
"1046" "test" "STANDING" 4 "tGravityAcc_average_mean_Z" 0.166893825946429
"1047" "test" "STANDING" 9 "tGravityAcc_average_mean_Z" 0.00914769235555555
"1048" "test" "STANDING" 10 "tGravityAcc_average_mean_Z" 0.0346980210431818
"1049" "test" "STANDING" 12 "tGravityAcc_average_mean_Z" -0.0395382767304918
"1050" "test" "STANDING" 13 "tGravityAcc_average_mean_Z" -0.0524856614035088
"1051" "test" "STANDING" 18 "tGravityAcc_average_mean_Z" -0.0485767106575342
"1052" "test" "STANDING" 20 "tGravityAcc_average_mean_Z" 0.0708655286023288
"1053" "test" "STANDING" 24 "tGravityAcc_average_mean_Z" -0.0530585403536232
"1054" "test" "WALKING" 2 "tGravityAcc_average_mean_Z" 0.0847270871186441
"1055" "test" "WALKING" 4 "tGravityAcc_average_mean_Z" 0.127764112666667
"1056" "test" "WALKING" 9 "tGravityAcc_average_mean_Z" -0.115856121080385
"1057" "test" "WALKING" 10 "tGravityAcc_average_mean_Z" 0.0549276242264151
"1058" "test" "WALKING" 12 "tGravityAcc_average_mean_Z" -0.03608428788
"1059" "test" "WALKING" 13 "tGravityAcc_average_mean_Z" -0.131299718666667
"1060" "test" "WALKING" 18 "tGravityAcc_average_mean_Z" -0.0609313415892857
"1061" "test" "WALKING" 20 "tGravityAcc_average_mean_Z" -0.035130214
"1062" "test" "WALKING" 24 "tGravityAcc_average_mean_Z" -0.140910029827586
"1063" "test" "WALKING_DOWNSTAIRS" 2 "tGravityAcc_average_mean_Z" -0.0438890162723404
"1064" "test" "WALKING_DOWNSTAIRS" 4 "tGravityAcc_average_mean_Z" 0.148714808888889
"1065" "test" "WALKING_DOWNSTAIRS" 9 "tGravityAcc_average_mean_Z" -0.082276174942619
"1066" "test" "WALKING_DOWNSTAIRS" 10 "tGravityAcc_average_mean_Z" 0.0418715409263158
"1067" "test" "WALKING_DOWNSTAIRS" 12 "tGravityAcc_average_mean_Z" -0.0561050624630435
"1068" "test" "WALKING_DOWNSTAIRS" 13 "tGravityAcc_average_mean_Z" -0.0950820341687234
"1069" "test" "WALKING_DOWNSTAIRS" 18 "tGravityAcc_average_mean_Z" -0.0493636733454545
"1070" "test" "WALKING_DOWNSTAIRS" 20 "tGravityAcc_average_mean_Z" -0.0282591579777778
"1071" "test" "WALKING_DOWNSTAIRS" 24 "tGravityAcc_average_mean_Z" -0.140123155018182
"1072" "test" "WALKING_UPSTAIRS" 2 "tGravityAcc_average_mean_Z" -0.195888238891667
"1073" "test" "WALKING_UPSTAIRS" 4 "tGravityAcc_average_mean_Z" 0.0841675382884615
"1074" "test" "WALKING_UPSTAIRS" 9 "tGravityAcc_average_mean_Z" -0.266009866857143
"1075" "test" "WALKING_UPSTAIRS" 10 "tGravityAcc_average_mean_Z" 0.0227527702016383
"1076" "test" "WALKING_UPSTAIRS" 12 "tGravityAcc_average_mean_Z" -0.0702503820961538
"1077" "test" "WALKING_UPSTAIRS" 13 "tGravityAcc_average_mean_Z" -0.207507170584727
"1078" "test" "WALKING_UPSTAIRS" 18 "tGravityAcc_average_mean_Z" -0.106112549189655
"1079" "test" "WALKING_UPSTAIRS" 20 "tGravityAcc_average_mean_Z" -0.130117634791765
"1080" "test" "WALKING_UPSTAIRS" 24 "tGravityAcc_average_mean_Z" -0.227134869152542
"1081" "train" "LAYING" 1 "tBodyAccJerk_average_mean_X" 0.0810865342
"1082" "train" "LAYING" 3 "tBodyAccJerk_average_mean_X" 0.0769811125806452
"1083" "train" "LAYING" 5 "tBodyAccJerk_average_mean_X" 0.0848164824230769
"1084" "train" "LAYING" 6 "tBodyAccJerk_average_mean_X" 0.0963481955263158
"1085" "train" "LAYING" 7 "tBodyAccJerk_average_mean_X" 0.0968904018076923
"1086" "train" "LAYING" 8 "tBodyAccJerk_average_mean_X" 0.0878326902592593
"1087" "train" "LAYING" 11 "tBodyAccJerk_average_mean_X" 0.0766645337017544
"1088" "train" "LAYING" 14 "tBodyAccJerk_average_mean_X" 0.098140384845098
"1089" "train" "LAYING" 15 "tBodyAccJerk_average_mean_X" 0.0767515438611111
"1090" "train" "LAYING" 16 "tBodyAccJerk_average_mean_X" 0.0783960268571429
"1091" "train" "LAYING" 17 "tBodyAccJerk_average_mean_X" 0.077908974656338
"1092" "train" "LAYING" 19 "tBodyAccJerk_average_mean_X" 0.0772317998650602
"1093" "train" "LAYING" 21 "tBodyAccJerk_average_mean_X" 0.0820150201077778
"1094" "train" "LAYING" 22 "tBodyAccJerk_average_mean_X" 0.0752202242222222
"1095" "train" "LAYING" 23 "tBodyAccJerk_average_mean_X" 0.0831787608333333
"1096" "train" "LAYING" 25 "tBodyAccJerk_average_mean_X" 0.0879071687671233
"1097" "train" "LAYING" 26 "tBodyAccJerk_average_mean_X" 0.0866502529210526
"1098" "train" "LAYING" 27 "tBodyAccJerk_average_mean_X" 0.0766268551324324
"1099" "train" "LAYING" 28 "tBodyAccJerk_average_mean_X" 0.0780770644
"1100" "train" "LAYING" 29 "tBodyAccJerk_average_mean_X" 0.0718861195971014
"1101" "train" "LAYING" 30 "tBodyAccJerk_average_mean_X" 0.0752196666428571
"1102" "train" "SITTING" 1 "tBodyAccJerk_average_mean_X" 0.0774825199574468
"1103" "train" "SITTING" 3 "tBodyAccJerk_average_mean_X" 0.0726098418653846
"1104" "train" "SITTING" 5 "tBodyAccJerk_average_mean_X" 0.0749577410909091
"1105" "train" "SITTING" 6 "tBodyAccJerk_average_mean_X" 0.0754721635223636
"1106" "train" "SITTING" 7 "tBodyAccJerk_average_mean_X" 0.0668519793125
"1107" "train" "SITTING" 8 "tBodyAccJerk_average_mean_X" 0.0786713761086957
"1108" "train" "SITTING" 11 "tBodyAccJerk_average_mean_X" 0.0761777324716981
"1109" "train" "SITTING" 14 "tBodyAccJerk_average_mean_X" 0.0741878844074074
"1110" "train" "SITTING" 15 "tBodyAccJerk_average_mean_X" 0.0784792788644068
"1111" "train" "SITTING" 16 "tBodyAccJerk_average_mean_X" 0.0734346720289855
"1112" "train" "SITTING" 17 "tBodyAccJerk_average_mean_X" 0.075070986171875
"1113" "train" "SITTING" 19 "tBodyAccJerk_average_mean_X" 0.0753747129191781
"1114" "train" "SITTING" 21 "tBodyAccJerk_average_mean_X" 0.0757109789882353
"1115" "train" "SITTING" 22 "tBodyAccJerk_average_mean_X" 0.0807687311935484
"1116" "train" "SITTING" 23 "tBodyAccJerk_average_mean_X" 0.0770022352205882
"1117" "train" "SITTING" 25 "tBodyAccJerk_average_mean_X" 0.0752087009912308
"1118" "train" "SITTING" 26 "tBodyAccJerk_average_mean_X" 0.0764443226333333
"1119" "train" "SITTING" 27 "tBodyAccJerk_average_mean_X" 0.0779038963571429
"1120" "train" "SITTING" 28 "tBodyAccJerk_average_mean_X" 0.0768671621527778
"1121" "train" "SITTING" 29 "tBodyAccJerk_average_mean_X" 0.0745438102516667
"1122" "train" "SITTING" 30 "tBodyAccJerk_average_mean_X" 0.0760057731790323
"1123" "train" "STANDING" 1 "tBodyAccJerk_average_mean_X" 0.0753766542264151
"1124" "train" "STANDING" 3 "tBodyAccJerk_average_mean_X" 0.0750900622277049
"1125" "train" "STANDING" 5 "tBodyAccJerk_average_mean_X" 0.0725189859107143
"1126" "train" "STANDING" 6 "tBodyAccJerk_average_mean_X" 0.0730699604561404
"1127" "train" "STANDING" 7 "tBodyAccJerk_average_mean_X" 0.0751915112830189
"1128" "train" "STANDING" 8 "tBodyAccJerk_average_mean_X" 0.0753739045185185
"1129" "train" "STANDING" 11 "tBodyAccJerk_average_mean_X" 0.0760097721914894
"1130" "train" "STANDING" 14 "tBodyAccJerk_average_mean_X" 0.0737933748485
"1131" "train" "STANDING" 15 "tBodyAccJerk_average_mean_X" 0.0752280703207547
"1132" "train" "STANDING" 16 "tBodyAccJerk_average_mean_X" 0.0736438905641026
"1133" "train" "STANDING" 17 "tBodyAccJerk_average_mean_X" 0.0740864955641026
"1134" "train" "STANDING" 19 "tBodyAccJerk_average_mean_X" 0.0754120366712329
"1135" "train" "STANDING" 21 "tBodyAccJerk_average_mean_X" 0.0754543858764045
"1136" "train" "STANDING" 22 "tBodyAccJerk_average_mean_X" 0.0752322891746032
"1137" "train" "STANDING" 23 "tBodyAccJerk_average_mean_X" 0.0750206478676471
"1138" "train" "STANDING" 25 "tBodyAccJerk_average_mean_X" 0.0752337295675676
"1139" "train" "STANDING" 26 "tBodyAccJerk_average_mean_X" 0.0753578207972973
"1140" "train" "STANDING" 27 "tBodyAccJerk_average_mean_X" 0.074969980825
"1141" "train" "STANDING" 28 "tBodyAccJerk_average_mean_X" 0.0753131601898734
"1142" "train" "STANDING" 29 "tBodyAccJerk_average_mean_X" 0.0753052530307692
"1143" "train" "STANDING" 30 "tBodyAccJerk_average_mean_X" 0.0752414472033898
"1144" "train" "WALKING" 1 "tBodyAccJerk_average_mean_X" 0.0740416333157895
"1145" "train" "WALKING" 3 "tBodyAccJerk_average_mean_X" 0.0814745882660345
"1146" "train" "WALKING" 5 "tBodyAccJerk_average_mean_X" 0.0845888833571429
"1147" "train" "WALKING" 6 "tBodyAccJerk_average_mean_X" 0.0699585876912281
"1148" "train" "WALKING" 7 "tBodyAccJerk_average_mean_X" 0.0901462649192983
"1149" "train" "WALKING" 8 "tBodyAccJerk_average_mean_X" 0.0703393490833333
"1150" "train" "WALKING" 11 "tBodyAccJerk_average_mean_X" 0.0829709328491525
"1151" "train" "WALKING" 14 "tBodyAccJerk_average_mean_X" 0.0720877913452542
"1152" "train" "WALKING" 15 "tBodyAccJerk_average_mean_X" 0.0897770721666667
"1153" "train" "WALKING" 16 "tBodyAccJerk_average_mean_X" 0.0770223771764706
"1154" "train" "WALKING" 17 "tBodyAccJerk_average_mean_X" 0.0773188580032787
"1155" "train" "WALKING" 19 "tBodyAccJerk_average_mean_X" 0.0822246284461538
"1156" "train" "WALKING" 21 "tBodyAccJerk_average_mean_X" 0.0782251820211538
"1157" "train" "WALKING" 22 "tBodyAccJerk_average_mean_X" 0.0627777634002174
"1158" "train" "WALKING" 23 "tBodyAccJerk_average_mean_X" 0.0987319085964407
"1159" "train" "WALKING" 25 "tBodyAccJerk_average_mean_X" 0.0721720712281081
"1160" "train" "WALKING" 26 "tBodyAccJerk_average_mean_X" 0.0652303740728813
"1161" "train" "WALKING" 27 "tBodyAccJerk_average_mean_X" 0.0684331971807018
"1162" "train" "WALKING" 28 "tBodyAccJerk_average_mean_X" 0.0931122231851852
"1163" "train" "WALKING" 29 "tBodyAccJerk_average_mean_X" 0.0853743348528302
"1164" "train" "WALKING" 30 "tBodyAccJerk_average_mean_X" 0.0688689970184615
"1165" "train" "WALKING_DOWNSTAIRS" 1 "tBodyAccJerk_average_mean_X" 0.0541553164897959
"1166" "train" "WALKING_DOWNSTAIRS" 3 "tBodyAccJerk_average_mean_X" 0.0725689294489796
"1167" "train" "WALKING_DOWNSTAIRS" 5 "tBodyAccJerk_average_mean_X" 0.109650600459574
"1168" "train" "WALKING_DOWNSTAIRS" 6 "tBodyAccJerk_average_mean_X" 0.103681343708333
"1169" "train" "WALKING_DOWNSTAIRS" 7 "tBodyAccJerk_average_mean_X" 0.0968926184638298
"1170" "train" "WALKING_DOWNSTAIRS" 8 "tBodyAccJerk_average_mean_X" 0.118938088342105
"1171" "train" "WALKING_DOWNSTAIRS" 11 "tBodyAccJerk_average_mean_X" 0.0897168657173913
"1172" "train" "WALKING_DOWNSTAIRS" 14 "tBodyAccJerk_average_mean_X" 0.0428631626711111
"1173" "train" "WALKING_DOWNSTAIRS" 15 "tBodyAccJerk_average_mean_X" 0.0711457160166667
"1174" "train" "WALKING_DOWNSTAIRS" 16 "tBodyAccJerk_average_mean_X" 0.0907857064255319
"1175" "train" "WALKING_DOWNSTAIRS" 17 "tBodyAccJerk_average_mean_X" 0.118250858006522
"1176" "train" "WALKING_DOWNSTAIRS" 19 "tBodyAccJerk_average_mean_X" 0.0730930306923077
"1177" "train" "WALKING_DOWNSTAIRS" 21 "tBodyAccJerk_average_mean_X" 0.0901452883333333
"1178" "train" "WALKING_DOWNSTAIRS" 22 "tBodyAccJerk_average_mean_X" 0.101584640833333
"1179" "train" "WALKING_DOWNSTAIRS" 23 "tBodyAccJerk_average_mean_X" 0.0578010605648148
"1180" "train" "WALKING_DOWNSTAIRS" 25 "tBodyAccJerk_average_mean_X" 0.110656929396552
"1181" "train" "WALKING_DOWNSTAIRS" 26 "tBodyAccJerk_average_mean_X" 0.111470787918
"1182" "train" "WALKING_DOWNSTAIRS" 27 "tBodyAccJerk_average_mean_X" 0.0936273220295455
"1183" "train" "WALKING_DOWNSTAIRS" 28 "tBodyAccJerk_average_mean_X" 0.0972653457891304
"1184" "train" "WALKING_DOWNSTAIRS" 29 "tBodyAccJerk_average_mean_X" 0.0636871965479167
"1185" "train" "WALKING_DOWNSTAIRS" 30 "tBodyAccJerk_average_mean_X" 0.0883933037048387
"1186" "train" "WALKING_UPSTAIRS" 1 "tBodyAccJerk_average_mean_X" 0.101372729922642
"1187" "train" "WALKING_UPSTAIRS" 3 "tBodyAccJerk_average_mean_X" 0.0426880986186441
"1188" "train" "WALKING_UPSTAIRS" 5 "tBodyAccJerk_average_mean_X" 0.0795443483829787
"1189" "train" "WALKING_UPSTAIRS" 6 "tBodyAccJerk_average_mean_X" 0.07210675
"1190" "train" "WALKING_UPSTAIRS" 7 "tBodyAccJerk_average_mean_X" 0.0724649938509804
"1191" "train" "WALKING_UPSTAIRS" 8 "tBodyAccJerk_average_mean_X" 0.0813816809395122
"1192" "train" "WALKING_UPSTAIRS" 11 "tBodyAccJerk_average_mean_X" 0.0968561683092593
"1193" "train" "WALKING_UPSTAIRS" 14 "tBodyAccJerk_average_mean_X" 0.0803303022222222
"1194" "train" "WALKING_UPSTAIRS" 15 "tBodyAccJerk_average_mean_X" 0.07297243298125
"1195" "train" "WALKING_UPSTAIRS" 16 "tBodyAccJerk_average_mean_X" 0.0762526677
"1196" "train" "WALKING_UPSTAIRS" 17 "tBodyAccJerk_average_mean_X" 0.07680441704375
"1197" "train" "WALKING_UPSTAIRS" 19 "tBodyAccJerk_average_mean_X" 0.08315450836225
"1198" "train" "WALKING_UPSTAIRS" 21 "tBodyAccJerk_average_mean_X" 0.104034223065957
"1199" "train" "WALKING_UPSTAIRS" 22 "tBodyAccJerk_average_mean_X" 0.0877172239047619
"1200" "train" "WALKING_UPSTAIRS" 23 "tBodyAccJerk_average_mean_X" 0.0723649984647059
"1201" "train" "WALKING_UPSTAIRS" 25 "tBodyAccJerk_average_mean_X" 0.0740041435707692
"1202" "train" "WALKING_UPSTAIRS" 26 "tBodyAccJerk_average_mean_X" 0.0755645318545455
"1203" "train" "WALKING_UPSTAIRS" 27 "tBodyAccJerk_average_mean_X" 0.0734763532039216
"1204" "train" "WALKING_UPSTAIRS" 28 "tBodyAccJerk_average_mean_X" 0.0706831871117647
"1205" "train" "WALKING_UPSTAIRS" 29 "tBodyAccJerk_average_mean_X" 0.106345193353878
"1206" "train" "WALKING_UPSTAIRS" 30 "tBodyAccJerk_average_mean_X" 0.0579840372876923
"1207" "test" "LAYING" 2 "tBodyAccJerk_average_mean_X" 0.0825972511666667
"1208" "test" "LAYING" 4 "tBodyAccJerk_average_mean_X" 0.0934494217777778
"1209" "test" "LAYING" 9 "tBodyAccJerk_average_mean_X" 0.08807344764
"1210" "test" "LAYING" 10 "tBodyAccJerk_average_mean_X" 0.073815064487931
"1211" "test" "LAYING" 12 "tBodyAccJerk_average_mean_X" 0.0854295393833333
"1212" "test" "LAYING" 13 "tBodyAccJerk_average_mean_X" 0.0767774832096774
"1213" "test" "LAYING" 18 "tBodyAccJerk_average_mean_X" 0.0749985010769231
"1214" "test" "LAYING" 20 "tBodyAccJerk_average_mean_X" 0.0892716006470588
"1215" "test" "LAYING" 24 "tBodyAccJerk_average_mean_X" 0.08072123275
"1216" "test" "SITTING" 2 "tBodyAccJerk_average_mean_X" 0.0722564387173913
"1217" "test" "SITTING" 4 "tBodyAccJerk_average_mean_X" 0.0784500239
"1218" "test" "SITTING" 9 "tBodyAccJerk_average_mean_X" 0.077005006374
"1219" "test" "SITTING" 10 "tBodyAccJerk_average_mean_X" 0.0775372505185185
"1220" "test" "SITTING" 12 "tBodyAccJerk_average_mean_X" 0.0771277656078431
"1221" "test" "SITTING" 13 "tBodyAccJerk_average_mean_X" 0.0752865881142857
"1222" "test" "SITTING" 18 "tBodyAccJerk_average_mean_X" 0.076622889
"1223" "test" "SITTING" 20 "tBodyAccJerk_average_mean_X" 0.0746568393030303
"1224" "test" "SITTING" 24 "tBodyAccJerk_average_mean_X" 0.0763318528529412
"1225" "test" "STANDING" 2 "tBodyAccJerk_average_mean_X" 0.0747588597592593
